Days for shipping (real),Days for shipment (scheduled),Delivery Status,Customer Segment,Latitude,Longitude,Order City,order date (DateOrders),Order Item Id,Order Item Quantity,Order State,shipping date (DateOrders),Shipping Mode,User ID,Admin Recomended Slots/Previous Optimized Delivered Slots,Parcel Delivered in This Slot,Machine Prediction
3,4,Advance shipping,Home Office,18.20961571,-66.37059021,Kalyan,2/26/2016 7:17,72223,3,Maharashtra,2/29/2016 7:17,Standard Class,1780,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM
3,4,Advance shipping,Home Office,18.20961571,-66.37059021,Kalyan,2/26/2016 7:17,72221,5,Maharashtra,2/29/2016 7:17,Standard Class,1780,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
3,4,Advance shipping,Home Office,18.20961571,-66.37059021,Kalyan,2/26/2016 7:17,72220,1,Maharashtra,2/29/2016 7:17,Standard Class,1780,10:00 AM - 12:00 PM,03:00 PM - 05:00 PM,10:00 AM - 12:00 PM
3,4,Advance shipping,Home Office,18.20961571,-66.37059021,Kalyan,2/26/2016 7:17,72224,2,Maharashtra,2/29/2016 7:17,Standard Class,1780,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM
3,4,Advance shipping,Home Office,18.20961571,-66.37059021,Kalyan,2/26/2016 7:17,72222,4,Maharashtra,2/29/2016 7:17,Standard Class,1780,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM
6,4,Late delivery,Corporate,32.8013916,-97.3302536,Naihati,3/16/2016 20:03,75468,5,Bengala Occidental,3/22/2016 20:03,Standard Class,1782,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM
6,4,Late delivery,Corporate,32.8013916,-97.3302536,Naihati,3/16/2016 20:03,75471,5,Bengala Occidental,3/22/2016 20:03,Standard Class,1782,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM
6,4,Late delivery,Corporate,32.8013916,-97.3302536,Naihati,3/16/2016 20:03,75470,1,Bengala Occidental,3/22/2016 20:03,Standard Class,1782,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM
6,4,Late delivery,Corporate,32.8013916,-97.3302536,Naihati,3/16/2016 20:03,75469,1,Bengala Occidental,3/22/2016 20:03,Standard Class,1782,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
4,2,Late delivery,Consumer,42.06867981,-87.76311493,Ganganagar,12/12/2015 11:36,59216,1,Rajastan,12/16/2015 11:36,Second Class,1793,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM
4,2,Late delivery,Consumer,42.06867981,-87.76311493,Ganganagar,12/12/2015 11:36,59215,1,Rajastan,12/16/2015 11:36,Second Class,1793,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM
4,2,Late delivery,Consumer,42.06867981,-87.76311493,Ganganagar,12/12/2015 11:36,59217,2,Rajastan,12/16/2015 11:36,Second Class,1793,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM
3,4,Advance shipping,Home Office,42.42877197,-82.98252869,Mangalore,7/11/2015 6:55,53165,1,Karnataka,10/11/2015 6:55,Standard Class,1811,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM
3,4,Advance shipping,Home Office,42.42877197,-82.98252869,Mangalore,7/11/2015 6:55,53168,1,Karnataka,10/11/2015 6:55,Standard Class,1811,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
3,4,Advance shipping,Home Office,42.42877197,-82.98252869,Mangalore,7/11/2015 6:55,53166,1,Karnataka,10/11/2015 6:55,Standard Class,1811,10:00 AM - 12:00 PM,03:00 PM - 05:00 PM,10:00 AM - 12:00 PM
3,4,Advance shipping,Home Office,42.42877197,-82.98252869,Mangalore,7/11/2015 6:55,53167,1,Karnataka,10/11/2015 6:55,Standard Class,1811,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM
3,4,Advance shipping,Home Office,42.42877197,-82.98252869,Mangalore,7/11/2015 6:55,53164,5,Karnataka,10/11/2015 6:55,Standard Class,1811,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM
2,4,Advance shipping,Consumer,18.29010963,-66.37059021,Pune,9/11/2015 14:37,53564,1,Maharashtra,11/11/2015 14:37,Standard Class,1832,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM
2,4,Advance shipping,Consumer,18.29010963,-66.37059021,Pune,9/11/2015 14:37,53561,1,Maharashtra,11/11/2015 14:37,Standard Class,1832,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM
2,4,Advance shipping,Consumer,18.29010963,-66.37059021,Pune,9/11/2015 14:37,53562,1,Maharashtra,11/11/2015 14:37,Standard Class,1832,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM
2,4,Advance shipping,Consumer,18.29010963,-66.37059021,Pune,9/11/2015 14:37,53563,4,Maharashtra,11/11/2015 14:37,Standard Class,1832,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
6,4,Late delivery,Corporate,36.68344116,-121.6128922,Malegaon,11/1/2016 7:00,64382,1,Maharashtra,1/17/2016 7:00,Standard Class,1849,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM
6,4,Late delivery,Corporate,36.68344116,-121.6128922,Malegaon,11/1/2016 7:00,64384,1,Maharashtra,1/17/2016 7:00,Standard Class,1849,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM
6,4,Late delivery,Corporate,36.68344116,-121.6128922,Malegaon,11/1/2016 7:00,64383,3,Maharashtra,1/17/2016 7:00,Standard Class,1849,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM
6,4,Late delivery,Consumer,18.23921585,-66.37059784,Bareilly,11/18/2015 15:29,55116,1,Uttar Pradesh,11/24/2015 15:29,Standard Class,1871,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM
6,4,Late delivery,Consumer,18.23921585,-66.37059784,Bareilly,11/18/2015 15:29,55115,1,Uttar Pradesh,11/24/2015 15:29,Standard Class,1871,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM
6,4,Late delivery,Consumer,18.23921585,-66.37059784,Bareilly,11/18/2015 15:29,55117,1,Uttar Pradesh,11/24/2015 15:29,Standard Class,1871,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM
6,2,Late delivery,Consumer,18.25496101,-66.37059784,Patna,11/17/2015 2:42,54855,1,Bihar,11/23/2015 2:42,Second Class,1873,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM
6,2,Late delivery,Consumer,18.25496101,-66.37059784,Patna,11/17/2015 2:42,54856,4,Bihar,11/23/2015 2:42,Second Class,1873,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM
6,2,Late delivery,Consumer,18.25496101,-66.37059784,Patna,11/17/2015 2:42,54859,5,Bihar,11/23/2015 2:42,Second Class,1873,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM
6,2,Late delivery,Consumer,18.25496101,-66.37059784,Patna,11/17/2015 2:42,54857,3,Bihar,11/23/2015 2:42,Second Class,1873,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM
2,1,Late delivery,Consumer,18.21932411,-66.37062073,Visakhapatnam,2/14/2016 19:34,70232,1,Andhra Pradesh,2/16/2016 19:34,First Class,1877,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM
4,2,Late delivery,Home Office,40.84625626,-73.84725189,Vijayawada,12/12/2015 16:51,59250,1,Andhra Pradesh,12/16/2015 16:51,Second Class,1882,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM
4,2,Late delivery,Home Office,40.84625626,-73.84725189,Vijayawada,12/12/2015 16:51,59248,1,Andhra Pradesh,12/16/2015 16:51,Second Class,1882,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
4,2,Late delivery,Home Office,40.84625626,-73.84725189,Vijayawada,12/12/2015 16:51,59249,2,Andhra Pradesh,12/16/2015 16:51,Second Class,1882,10:00 AM - 12:00 PM,03:00 PM - 05:00 PM,10:00 AM - 12:00 PM
4,2,Late delivery,Home Office,40.84625626,-73.84725189,Vijayawada,12/12/2015 16:51,59246,2,Andhra Pradesh,12/16/2015 16:51,Second Class,1882,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM
4,2,Late delivery,Home Office,40.84625626,-73.84725189,Vijayawada,12/12/2015 16:51,59247,3,Andhra Pradesh,12/16/2015 16:51,Second Class,1882,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM
6,4,Late delivery,Consumer,41.97568893,-87.69367981,Satna,12/12/2015 3:32,59156,1,Madhya Pradesh,12/18/2015 3:32,Standard Class,1901,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM
6,4,Late delivery,Consumer,41.97568893,-87.69367981,Satna,12/12/2015 3:32,59157,1,Madhya Pradesh,12/18/2015 3:32,Standard Class,1901,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM
6,4,Late delivery,Consumer,41.97568893,-87.69367981,Satna,12/12/2015 3:32,59158,2,Madhya Pradesh,12/18/2015 3:32,Standard Class,1901,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM
6,4,Late delivery,Consumer,41.97568893,-87.69367981,Satna,12/12/2015 3:32,59159,3,Madhya Pradesh,12/18/2015 3:32,Standard Class,1901,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM
3,4,Advance shipping,Home Office,18.22962761,-66.3705368,Aurangabad,12/31/2015 15:57,62596,1,Bihar,3/1/2016 15:57,Standard Class,1920,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM
3,4,Advance shipping,Home Office,18.22962761,-66.3705368,Aurangabad,12/31/2015 15:57,62595,1,Bihar,3/1/2016 15:57,Standard Class,1920,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
3,4,Advance shipping,Home Office,18.22962761,-66.3705368,Aurangabad,12/31/2015 15:57,62594,1,Bihar,3/1/2016 15:57,Standard Class,1920,10:00 AM - 12:00 PM,03:00 PM - 05:00 PM,10:00 AM - 12:00 PM
3,4,Advance shipping,Home Office,18.22962761,-66.3705368,Aurangabad,12/31/2015 15:57,62597,3,Bihar,3/1/2016 15:57,Standard Class,1920,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM
3,4,Advance shipping,Home Office,18.22962761,-66.3705368,Aurangabad,12/31/2015 15:57,62598,3,Bihar,3/1/2016 15:57,Standard Class,1920,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM
2,1,Late delivery,Consumer,33.98764038,-118.2705536,Etawah,11/30/2015 5:18,57137,2,Uttar Pradesh,2/12/2015 5:18,First Class,1926,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM
2,1,Late delivery,Consumer,33.98764038,-118.2705536,Etawah,11/30/2015 5:18,57136,2,Uttar Pradesh,2/12/2015 5:18,First Class,1926,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
2,1,Late delivery,Consumer,33.98764038,-118.2705536,Etawah,11/30/2015 5:18,57140,2,Uttar Pradesh,2/12/2015 5:18,First Class,1926,10:00 AM - 12:00 PM,03:00 PM - 05:00 PM,10:00 AM - 12:00 PM
2,1,Late delivery,Consumer,33.98764038,-118.2705536,Etawah,11/30/2015 5:18,57139,3,Uttar Pradesh,2/12/2015 5:18,First Class,1926,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM
2,1,Late delivery,Consumer,33.98764038,-118.2705536,Etawah,11/30/2015 5:18,57138,5,Uttar Pradesh,2/12/2015 5:18,First Class,1926,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM
5,2,Late delivery,Corporate,31.77133369,-106.4199219,Bhilai,3/11/2015 7:16,52446,1,Chhattisgarh,8/11/2015 7:16,Second Class,1937,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM
5,2,Late delivery,Corporate,31.77133369,-106.4199219,Bhilai,3/11/2015 7:16,52444,1,Chhattisgarh,8/11/2015 7:16,Second Class,1937,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
5,2,Late delivery,Corporate,31.77133369,-106.4199219,Bhilai,3/11/2015 7:16,52447,2,Chhattisgarh,8/11/2015 7:16,Second Class,1937,10:00 AM - 12:00 PM,03:00 PM - 05:00 PM,10:00 AM - 12:00 PM
5,2,Late delivery,Corporate,31.77133369,-106.4199219,Bhilai,3/11/2015 7:16,52443,4,Chhattisgarh,8/11/2015 7:16,Second Class,1937,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM
5,2,Late delivery,Corporate,31.77133369,-106.4199219,Bhilai,3/11/2015 7:16,52445,4,Chhattisgarh,8/11/2015 7:16,Second Class,1937,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM
2,4,Advance shipping,Home Office,18.26749229,-66.37056732,Ranchi,1/17/2016 10:30,65413,3,Jharkhand,1/19/2016 10:30,Standard Class,1938,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM
2,4,Advance shipping,Home Office,18.26749229,-66.37056732,Ranchi,1/17/2016 10:30,65414,1,Jharkhand,1/19/2016 10:30,Standard Class,1938,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
5,4,Late delivery,Corporate,35.1097641,-106.5007248,Allahabad,2/19/2016 0:49,70969,5,Uttar Pradesh,2/24/2016 0:49,Standard Class,1940,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM
5,4,Late delivery,Corporate,35.1097641,-106.5007248,Allahabad,2/19/2016 0:49,70968,5,Uttar Pradesh,2/24/2016 0:49,Standard Class,1940,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
3,4,Advance shipping,Corporate,21.343153,-157.906601,Bhopal,2/24/2016 23:45,72009,5,Madhya Pradesh,2/27/2016 23:45,Standard Class,1942,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM
3,4,Advance shipping,Corporate,21.343153,-157.906601,Bhopal,2/24/2016 23:45,72008,4,Madhya Pradesh,2/27/2016 23:45,Standard Class,1942,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM
3,4,Advance shipping,Corporate,21.343153,-157.906601,Bhopal,2/24/2016 23:45,72007,4,Madhya Pradesh,2/27/2016 23:45,Standard Class,1942,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM
3,2,Late delivery,Corporate,47.67869949,-122.3217621,Bhiwandi,2/18/2016 15:21,70908,1,Maharashtra,2/21/2016 15:21,Second Class,1971,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM
3,2,Late delivery,Corporate,47.67869949,-122.3217621,Bhiwandi,2/18/2016 15:21,70907,4,Maharashtra,2/21/2016 15:21,Second Class,1971,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM
3,2,Late delivery,Corporate,47.67869949,-122.3217621,Bhiwandi,2/18/2016 15:21,70909,5,Maharashtra,2/21/2016 15:21,Second Class,1971,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM
5,4,Late delivery,Consumer,18.25937843,-66.37058258,Rajkot,8/12/2015 9:51,58524,1,Guyarat,12/13/2015 9:51,Standard Class,1979,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM
5,4,Late delivery,Consumer,18.25937843,-66.37058258,Rajkot,8/12/2015 9:51,58522,3,Guyarat,12/13/2015 9:51,Standard Class,1979,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
5,4,Late delivery,Consumer,18.25937843,-66.37058258,Rajkot,8/12/2015 9:51,58523,4,Guyarat,12/13/2015 9:51,Standard Class,1979,10:00 AM - 12:00 PM,03:00 PM - 05:00 PM,10:00 AM - 12:00 PM
4,4,Shipping on time,Consumer,40.00903702,-76.39564514,Durg,11/13/2015 15:40,54270,5,Chhattisgarh,11/17/2015 15:40,Standard Class,2003,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM
4,4,Shipping on time,Consumer,40.00903702,-76.39564514,Durg,11/13/2015 15:40,54269,5,Chhattisgarh,11/17/2015 15:40,Standard Class,2003,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM
4,4,Shipping on time,Consumer,40.00903702,-76.39564514,Durg,11/13/2015 15:40,54267,1,Chhattisgarh,11/17/2015 15:40,Standard Class,2003,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM
4,4,Shipping on time,Consumer,40.00903702,-76.39564514,Durg,11/13/2015 15:40,54268,3,Chhattisgarh,11/17/2015 15:40,Standard Class,2003,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM
4,4,Shipping on time,Consumer,36.03966141,-95.80953217,Ujjain,12/20/2015 19:18,60640,1,Madhya Pradesh,12/24/2015 19:18,Standard Class,2006,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM
4,4,Shipping on time,Consumer,36.03966141,-95.80953217,Ujjain,12/20/2015 19:18,60643,1,Madhya Pradesh,12/24/2015 19:18,Standard Class,2006,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM
4,4,Shipping on time,Consumer,36.03966141,-95.80953217,Ujjain,12/20/2015 19:18,60642,1,Madhya Pradesh,12/24/2015 19:18,Standard Class,2006,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM
4,4,Shipping on time,Consumer,36.03966141,-95.80953217,Ujjain,12/20/2015 19:18,60641,3,Madhya Pradesh,12/24/2015 19:18,Standard Class,2006,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM
2,2,Shipping on time,Consumer,18.2246151,-66.37056732,Korba,12/13/2015 4:25,59336,1,Chhattisgarh,12/15/2015 4:25,Second Class,2008,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM
2,2,Shipping on time,Consumer,18.2246151,-66.37056732,Korba,12/13/2015 4:25,59333,1,Chhattisgarh,12/15/2015 4:25,Second Class,2008,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
2,2,Shipping on time,Consumer,18.2246151,-66.37056732,Korba,12/13/2015 4:25,59332,5,Chhattisgarh,12/15/2015 4:25,Second Class,2008,10:00 AM - 12:00 PM,03:00 PM - 05:00 PM,10:00 AM - 12:00 PM
2,2,Shipping on time,Consumer,18.2246151,-66.37056732,Korba,12/13/2015 4:25,59335,2,Chhattisgarh,12/15/2015 4:25,Second Class,2008,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM
2,2,Shipping on time,Consumer,18.2246151,-66.37056732,Korba,12/13/2015 4:25,59334,1,Chhattisgarh,12/15/2015 4:25,Second Class,2008,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM
4,2,Late delivery,Corporate,33.64875412,-117.6374283,Bokaro,9/12/2015 4:46,58654,1,Jharkhand,12/13/2015 4:46,Second Class,2027,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM
4,2,Late delivery,Corporate,33.64875412,-117.6374283,Bokaro,9/12/2015 4:46,58657,2,Jharkhand,12/13/2015 4:46,Second Class,2027,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
4,2,Late delivery,Corporate,33.64875412,-117.6374283,Bokaro,9/12/2015 4:46,58656,2,Jharkhand,12/13/2015 4:46,Second Class,2027,10:00 AM - 12:00 PM,03:00 PM - 05:00 PM,10:00 AM - 12:00 PM
4,2,Late delivery,Corporate,33.64875412,-117.6374283,Bokaro,9/12/2015 4:46,58653,4,Jharkhand,12/13/2015 4:46,Second Class,2027,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM
4,2,Late delivery,Corporate,33.64875412,-117.6374283,Bokaro,9/12/2015 4:46,58655,1,Jharkhand,12/13/2015 4:46,Second Class,2027,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM
5,4,Late delivery,Consumer,18.26673508,-66.37054443,Bangalore,11/26/2015 5:19,56438,4,Karnataka,1/12/2015 5:19,Standard Class,2028,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM
5,4,Late delivery,Consumer,18.26673508,-66.37054443,Bangalore,11/26/2015 5:19,56439,5,Karnataka,1/12/2015 5:19,Standard Class,2028,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM
3,4,Advance shipping,Corporate,18.21932983,-66.37060547,Jodhpur,8/3/2016 0:47,74068,1,Rajastan,11/3/2016 0:47,Standard Class,2030,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM
3,4,Advance shipping,Corporate,18.21932983,-66.37060547,Jodhpur,8/3/2016 0:47,74067,4,Rajastan,11/3/2016 0:47,Standard Class,2030,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM
2,1,Late delivery,Consumer,36.08757019,-79.88663483,Raipur,2/27/2016 8:10,72397,1,Uttarakhand,2/29/2016 8:10,First Class,2048,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM
2,4,Shipping canceled,Consumer,36.08757019,-79.88663483,Ratlam,5/11/2015 10:46,52827,1,Madhya Pradesh,7/11/2015 10:46,Standard Class,2048,03:00 PM - 05:00 PM,10:00 AM - 12:00 PM,03:00 PM - 05:00 PM
2,4,Shipping canceled,Consumer,36.08757019,-79.88663483,Ratlam,5/11/2015 10:46,52828,1,Madhya Pradesh,7/11/2015 10:46,Standard Class,2048,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM
6,4,Late delivery,Corporate,40.31143951,-75.13288879,Bangalore,11/3/2016 22:41,74719,1,Karnataka,3/17/2016 22:41,Standard Class,2050,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM
6,4,Late delivery,Corporate,40.31143951,-75.13288879,Bangalore,11/3/2016 22:41,74720,1,Karnataka,3/17/2016 22:41,Standard Class,2050,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
6,4,Late delivery,Corporate,40.31143951,-75.13288879,Bangalore,11/3/2016 22:41,74717,3,Karnataka,3/17/2016 22:41,Standard Class,2050,10:00 AM - 12:00 PM,03:00 PM - 05:00 PM,10:00 AM - 12:00 PM
6,4,Late delivery,Corporate,40.31143951,-75.13288879,Bangalore,11/3/2016 22:41,74718,1,Karnataka,3/17/2016 22:41,Standard Class,2050,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM
1,0,Late delivery,Consumer,18.21237755,-66.37058258,Bihar Sharif,7/1/2016 18:55,63802,1,Bihar,8/1/2016 6:55,Same Day,2055,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM
1,0,Late delivery,Consumer,18.21237755,-66.37058258,Bihar Sharif,7/1/2016 18:55,63801,1,Bihar,8/1/2016 6:55,Same Day,2055,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM
6,2,Late delivery,Consumer,18.23467445,-66.37059784,Hyderabad,10/28/2015 11:29,51430,1,Telangana,3/11/2015 11:29,Second Class,2058,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM
6,2,Late delivery,Consumer,18.23467445,-66.37059784,Hyderabad,10/28/2015 11:29,51431,1,Telangana,3/11/2015 11:29,Second Class,2058,03:00 PM - 05:00 PM,10:00 AM - 12:00 PM,03:00 PM - 05:00 PM
6,2,Late delivery,Consumer,18.23467445,-66.37059784,Hyderabad,10/28/2015 11:29,51432,2,Telangana,3/11/2015 11:29,Second Class,2058,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM
4,4,Shipping on time,Consumer,18.38596916,-66.0940094,Bangalore,4/3/2016 13:03,73451,1,Karnataka,8/3/2016 13:03,Standard Class,2063,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM
4,4,Shipping on time,Consumer,18.38596916,-66.0940094,Bangalore,4/3/2016 13:03,73450,4,Karnataka,8/3/2016 13:03,Standard Class,2063,03:00 PM - 05:00 PM,10:00 AM - 12:00 PM,03:00 PM - 05:00 PM
4,4,Shipping on time,Consumer,18.38596916,-66.0940094,Bangalore,4/3/2016 13:03,73452,1,Karnataka,8/3/2016 13:03,Standard Class,2063,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM
1,0,Late delivery,Corporate,33.7309494,-117.8127518,Pimpri,4/12/2015 14:46,57912,2,Maharashtra,5/12/2015 2:46,Same Day,2102,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
1,0,Late delivery,Corporate,33.7309494,-117.8127518,Pimpri,4/12/2015 14:46,57908,1,Maharashtra,5/12/2015 2:46,Same Day,2102,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
1,0,Late delivery,Corporate,33.7309494,-117.8127518,Pimpri,4/12/2015 14:46,57909,1,Maharashtra,5/12/2015 2:46,Same Day,2102,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM
1,0,Late delivery,Corporate,33.7309494,-117.8127518,Pimpri,4/12/2015 14:46,57911,3,Maharashtra,5/12/2015 2:46,Same Day,2102,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM
1,0,Late delivery,Corporate,33.7309494,-117.8127518,Pimpri,4/12/2015 14:46,57910,1,Maharashtra,5/12/2015 2:46,Same Day,2102,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM
3,4,Advance shipping,Home Office,18.28859901,-66.37059021,Puducherry,5/2/2016 17:18,68725,1,Puducherry,8/2/2016 17:18,Standard Class,2111,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
3,4,Advance shipping,Home Office,18.28859901,-66.37059021,Puducherry,5/2/2016 17:18,68723,3,Puducherry,8/2/2016 17:18,Standard Class,2111,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
