Days for shipping (real),Days for shipment (scheduled),Delivery Status,Customer Segment,Latitude,Longitude,Order City,order date (DateOrders),Order Item Id,Order Item Quantity,Order State,Order Status,shipping date (DateOrders),Shipping Mode,User ID,Admin Recomended Slots/Previous Optimized Delivered Slots,Parcel Delivered in This Slot,Machine Prediction
4.0,4.0,Shipping on time,Consumer,36.03966141,-95.80953217,Ujjain,12/20/2015 19:18,60643.0,1.0,Madhya Pradesh,PENDING,12/24/2015 19:18,Standard Class,2006.0,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM
4.0,4.0,Shipping on time,Consumer,36.03966141,-95.80953217,Ujjain,12/20/2015 19:18,60642.0,1.0,Madhya Pradesh,PENDING,12/24/2015 19:18,Standard Class,2006.0,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM
4.0,4.0,Shipping on time,Consumer,36.03966141,-95.80953217,Ujjain,12/20/2015 19:18,60641.0,3.0,Madhya Pradesh,PENDING,12/24/2015 19:18,Standard Class,2006.0,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM
2.0,2.0,Shipping on time,Consumer,18.2246151,-66.37056732,Korba,12/13/2015 4:25,59336.0,1.0,Chhattisgarh,COMPLETE,12/15/2015 4:25,Second Class,2008.0,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM
2.0,2.0,Shipping on time,Consumer,18.2246151,-66.37056732,Korba,12/13/2015 4:25,59333.0,1.0,Chhattisgarh,COMPLETE,12/15/2015 4:25,Second Class,2008.0,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
2.0,2.0,Shipping on time,Consumer,18.2246151,-66.37056732,Korba,12/13/2015 4:25,59332.0,5.0,Chhattisgarh,COMPLETE,12/15/2015 4:25,Second Class,2008.0,10:00 AM - 12:00 PM,03:00 PM - 05:00 PM,10:00 AM - 12:00 PM
2.0,2.0,Shipping on time,Consumer,18.2246151,-66.37056732,Korba,12/13/2015 4:25,59335.0,2.0,Chhattisgarh,COMPLETE,12/15/2015 4:25,Second Class,2008.0,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM
2.0,2.0,Shipping on time,Consumer,18.2246151,-66.37056732,Korba,12/13/2015 4:25,59334.0,1.0,Chhattisgarh,COMPLETE,12/15/2015 4:25,Second Class,2008.0,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM
4.0,2.0,Late delivery,Corporate,33.64875412,-117.6374283,Bokaro,12-09-2015 04:46,58654.0,1.0,Jharkhand,PENDING,12/13/2015 4:46,Second Class,2027.0,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM
4.0,2.0,Late delivery,Corporate,33.64875412,-117.6374283,Bokaro,12-09-2015 04:46,58657.0,2.0,Jharkhand,PENDING,12/13/2015 4:46,Second Class,2027.0,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
4.0,2.0,Late delivery,Corporate,33.64875412,-117.6374283,Bokaro,12-09-2015 04:46,58656.0,2.0,Jharkhand,PENDING,12/13/2015 4:46,Second Class,2027.0,10:00 AM - 12:00 PM,03:00 PM - 05:00 PM,10:00 AM - 12:00 PM
4.0,2.0,Late delivery,Corporate,33.64875412,-117.6374283,Bokaro,12-09-2015 04:46,58653.0,4.0,Jharkhand,PENDING,12/13/2015 4:46,Second Class,2027.0,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM
4.0,2.0,Late delivery,Corporate,33.64875412,-117.6374283,Bokaro,12-09-2015 04:46,58655.0,1.0,Jharkhand,PENDING,12/13/2015 4:46,Second Class,2027.0,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM
5.0,4.0,Late delivery,Consumer,18.26673508,-66.37054443,Bangalore,11/26/2015 5:19,56438.0,4.0,Karnataka,PENDING_PAYMENT,12-01-2015 05:19,Standard Class,2028.0,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM
5.0,4.0,Late delivery,Consumer,18.26673508,-66.37054443,Bangalore,11/26/2015 5:19,56439.0,5.0,Karnataka,PENDING_PAYMENT,12-01-2015 05:19,Standard Class,2028.0,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM
3.0,4.0,Advance shipping,Corporate,18.21932983,-66.37060547,Jodhpur,03-08-2016 00:47,74068.0,1.0,Rajastan,PENDING,03-11-2016 00:47,Standard Class,2030.0,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM
3.0,4.0,Advance shipping,Corporate,18.21932983,-66.37060547,Jodhpur,03-08-2016 00:47,74067.0,4.0,Rajastan,PENDING,03-11-2016 00:47,Standard Class,2030.0,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM
2.0,1.0,Late delivery,Consumer,36.08757019,-79.88663483,Raipur,2/27/2016 8:10,72397.0,1.0,Uttarakhand,CLOSED,2/29/2016 8:10,First Class,2048.0,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM
2.0,4.0,Shipping canceled,Consumer,36.08757019,-79.88663483,Ratlam,11-05-2015 10:46,52827.0,1.0,Madhya Pradesh,SUSPECTED_FRAUD,11-07-2015 10:46,Standard Class,2048.0,03:00 PM - 05:00 PM,10:00 AM - 12:00 PM,03:00 PM - 05:00 PM
2.0,4.0,Shipping canceled,Consumer,36.08757019,-79.88663483,Ratlam,11-05-2015 10:46,52828.0,1.0,Madhya Pradesh,SUSPECTED_FRAUD,11-07-2015 10:46,Standard Class,2048.0,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM
6.0,4.0,Late delivery,Corporate,40.31143951,-75.13288879,Bangalore,03-11-2016 22:41,74719.0,1.0,Karnataka,PENDING,3/17/2016 22:41,Standard Class,2050.0,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM
6.0,4.0,Late delivery,Corporate,40.31143951,-75.13288879,Bangalore,03-11-2016 22:41,74720.0,1.0,Karnataka,PENDING,3/17/2016 22:41,Standard Class,2050.0,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
6.0,4.0,Late delivery,Corporate,40.31143951,-75.13288879,Bangalore,03-11-2016 22:41,74717.0,3.0,Karnataka,PENDING,3/17/2016 22:41,Standard Class,2050.0,10:00 AM - 12:00 PM,03:00 PM - 05:00 PM,10:00 AM - 12:00 PM
6.0,4.0,Late delivery,Corporate,40.31143951,-75.13288879,Bangalore,03-11-2016 22:41,74718.0,1.0,Karnataka,PENDING,3/17/2016 22:41,Standard Class,2050.0,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM
1.0,0.0,Late delivery,Consumer,18.21237755,-66.37058258,Bihar Sharif,01-07-2016 18:55,63802.0,1.0,Bihar,PENDING_PAYMENT,01-08-2016 06:55,Same Day,2055.0,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM
1.0,0.0,Late delivery,Consumer,18.21237755,-66.37058258,Bihar Sharif,01-07-2016 18:55,63801.0,1.0,Bihar,PENDING_PAYMENT,01-08-2016 06:55,Same Day,2055.0,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM
6.0,2.0,Late delivery,Consumer,18.23467445,-66.37059784,Hyderabad,10/28/2015 11:29,51430.0,1.0,Telangana,PENDING,11-03-2015 11:29,Second Class,2058.0,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM
6.0,2.0,Late delivery,Consumer,18.23467445,-66.37059784,Hyderabad,10/28/2015 11:29,51431.0,1.0,Telangana,PENDING,11-03-2015 11:29,Second Class,2058.0,03:00 PM - 05:00 PM,10:00 AM - 12:00 PM,03:00 PM - 05:00 PM
6.0,2.0,Late delivery,Consumer,18.23467445,-66.37059784,Hyderabad,10/28/2015 11:29,51432.0,2.0,Telangana,PENDING,11-03-2015 11:29,Second Class,2058.0,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM
4.0,4.0,Shipping on time,Consumer,18.38596916,-66.0940094,Bangalore,03-04-2016 13:03,73451.0,1.0,Karnataka,PENDING,03-08-2016 13:03,Standard Class,2063.0,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM
4.0,4.0,Shipping on time,Consumer,18.38596916,-66.0940094,Bangalore,03-04-2016 13:03,73450.0,4.0,Karnataka,PENDING,03-08-2016 13:03,Standard Class,2063.0,03:00 PM - 05:00 PM,10:00 AM - 12:00 PM,03:00 PM - 05:00 PM
4.0,4.0,Shipping on time,Consumer,18.38596916,-66.0940094,Bangalore,03-04-2016 13:03,73452.0,1.0,Karnataka,PENDING,03-08-2016 13:03,Standard Class,2063.0,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM
1.0,0.0,Late delivery,Corporate,33.7309494,-117.8127518,Pimpri,12-04-2015 14:46,57912.0,2.0,Maharashtra,CLOSED,12-05-2015 02:46,Same Day,2102.0,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
1.0,0.0,Late delivery,Corporate,33.7309494,-117.8127518,Pimpri,12-04-2015 14:46,57908.0,1.0,Maharashtra,CLOSED,12-05-2015 02:46,Same Day,2102.0,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
1.0,0.0,Late delivery,Corporate,33.7309494,-117.8127518,Pimpri,12-04-2015 14:46,57909.0,1.0,Maharashtra,CLOSED,12-05-2015 02:46,Same Day,2102.0,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM
1.0,0.0,Late delivery,Corporate,33.7309494,-117.8127518,Pimpri,12-04-2015 14:46,57911.0,3.0,Maharashtra,CLOSED,12-05-2015 02:46,Same Day,2102.0,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM
1.0,0.0,Late delivery,Corporate,33.7309494,-117.8127518,Pimpri,12-04-2015 14:46,57910.0,1.0,Maharashtra,CLOSED,12-05-2015 02:46,Same Day,2102.0,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM
3.0,4.0,Advance shipping,Home Office,18.28859901,-66.37059021,Puducherry,02-05-2016 17:18,68725.0,1.0,Puducherry,PROCESSING,02-08-2016 17:18,Standard Class,2111.0,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
3.0,4.0,Advance shipping,Home Office,18.28859901,-66.37059021,Puducherry,02-05-2016 17:18,68723.0,3.0,Puducherry,PROCESSING,02-08-2016 17:18,Standard Class,2111.0,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
3.0,4.0,Advance shipping,Home Office,18.28859901,-66.37059021,Puducherry,02-05-2016 17:18,68724.0,4.0,Puducherry,PROCESSING,02-08-2016 17:18,Standard Class,2111.0,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM
3.0,4.0,Advance shipping,Home Office,18.28859901,-66.37059021,Puducherry,02-05-2016 17:18,68722.0,5.0,Puducherry,PROCESSING,02-08-2016 17:18,Standard Class,2111.0,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM
3.0,4.0,Advance shipping,Home Office,18.28859901,-66.37059021,Puducherry,02-05-2016 17:18,68721.0,1.0,Puducherry,PROCESSING,02-08-2016 17:18,Standard Class,2111.0,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM
5.0,2.0,Late delivery,Consumer,18.28152275,-66.37049866,Lucknow,1/30/2016 16:36,67745.0,1.0,Uttar Pradesh,PENDING_PAYMENT,02-04-2016 16:36,Second Class,2134.0,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
5.0,2.0,Late delivery,Consumer,18.28152275,-66.37049866,Lucknow,1/30/2016 16:36,67746.0,1.0,Uttar Pradesh,PENDING_PAYMENT,02-04-2016 16:36,Second Class,2134.0,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
5.0,2.0,Late delivery,Consumer,18.28152275,-66.37049866,Lucknow,1/30/2016 16:36,67744.0,1.0,Uttar Pradesh,PENDING_PAYMENT,02-04-2016 16:36,Second Class,2134.0,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM
5.0,2.0,Late delivery,Consumer,18.28152275,-66.37049866,Lucknow,1/30/2016 16:36,67742.0,1.0,Uttar Pradesh,PENDING_PAYMENT,02-04-2016 16:36,Second Class,2134.0,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM
5.0,2.0,Late delivery,Consumer,18.28152275,-66.37049866,Lucknow,1/30/2016 16:36,67743.0,1.0,Uttar Pradesh,PENDING_PAYMENT,02-04-2016 16:36,Second Class,2134.0,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM
6.0,4.0,Late delivery,Consumer,18.24798775,-66.37058258,Pune,01-12-2016 23:17,64644.0,1.0,Maharashtra,CLOSED,1/18/2016 23:17,Standard Class,2136.0,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM
6.0,4.0,Late delivery,Consumer,18.24798775,-66.37058258,Pune,01-12-2016 23:17,64643.0,1.0,Maharashtra,CLOSED,1/18/2016 23:17,Standard Class,2136.0,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM
6.0,4.0,Late delivery,Consumer,18.24798775,-66.37058258,Pune,01-12-2016 23:17,64645.0,4.0,Maharashtra,CLOSED,1/18/2016 23:17,Standard Class,2136.0,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM
4.0,4.0,Shipping on time,Consumer,18.25430679,-66.37052155,Guwahati,12/19/2015 22:16,60489.0,2.0,Assam,ON_HOLD,12/23/2015 22:16,Standard Class,2183.0,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM
4.0,4.0,Shipping on time,Consumer,18.25430679,-66.37052155,Guwahati,12/19/2015 22:16,60488.0,4.0,Assam,ON_HOLD,12/23/2015 22:16,Standard Class,2183.0,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
2.0,4.0,Shipping canceled,Corporate,18.27436638,-66.37059784,Mumbai,03-02-2016 11:18,73084.0,1.0,Maharashtra,CANCELED,03-04-2016 11:18,Standard Class,2220.0,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM
2.0,4.0,Shipping canceled,Corporate,18.27436638,-66.37059784,Mumbai,03-02-2016 11:18,73085.0,5.0,Maharashtra,CANCELED,03-04-2016 11:18,Standard Class,2220.0,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM
2.0,4.0,Shipping canceled,Corporate,18.27436638,-66.37059784,Mumbai,03-02-2016 11:18,73086.0,5.0,Maharashtra,CANCELED,03-04-2016 11:18,Standard Class,2220.0,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM
4.0,2.0,Late delivery,Corporate,18.21783066,-66.37054443,Sangli,1/20/2016 0:30,65857.0,1.0,Maharashtra,COMPLETE,1/24/2016 0:30,Second Class,2222.0,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM
4.0,2.0,Late delivery,Corporate,18.21783066,-66.37054443,Sangli,1/20/2016 0:30,65856.0,4.0,Maharashtra,COMPLETE,1/24/2016 0:30,Second Class,2222.0,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
3.0,2.0,Late delivery,Corporate,18.2599659,-66.37059021,Pimpri,03-12-2016 22:09,74874.0,1.0,Maharashtra,PENDING_PAYMENT,3/15/2016 22:09,Second Class,2224.0,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM
3.0,2.0,Late delivery,Corporate,18.2599659,-66.37059021,Pimpri,03-12-2016 22:09,74875.0,4.0,Maharashtra,PENDING_PAYMENT,3/15/2016 22:09,Second Class,2224.0,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
2.0,4.0,Advance shipping,Corporate,18.2539711,-66.37059784,Nellore,12/26/2015 19:59,61724.0,1.0,Andhra Pradesh,ON_HOLD,12/28/2015 19:59,Standard Class,2229.0,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM
2.0,4.0,Advance shipping,Corporate,18.2539711,-66.37059784,Nellore,12/26/2015 19:59,61725.0,4.0,Andhra Pradesh,ON_HOLD,12/28/2015 19:59,Standard Class,2229.0,03:00 PM - 05:00 PM,10:00 AM - 12:00 PM,03:00 PM - 05:00 PM
2.0,4.0,Advance shipping,Corporate,18.2539711,-66.37059784,Nellore,12/26/2015 19:59,61726.0,4.0,Andhra Pradesh,ON_HOLD,12/28/2015 19:59,Standard Class,2229.0,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM
2.0,4.0,Advance shipping,Corporate,18.2539711,-66.37059784,Nellore,12/26/2015 19:59,61723.0,1.0,Andhra Pradesh,ON_HOLD,12/28/2015 19:59,Standard Class,2229.0,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM
5.0,4.0,Late delivery,Home Office,18.23014069,-66.37056732,Ajmer,12-02-2015 04:57,57471.0,1.0,Rajastan,COMPLETE,12-07-2015 04:57,Standard Class,2248.0,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM
5.0,4.0,Late delivery,Home Office,18.23014069,-66.37056732,Ajmer,12-02-2015 04:57,57472.0,4.0,Rajastan,COMPLETE,12-07-2015 04:57,Standard Class,2248.0,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
2.0,2.0,Shipping on time,Consumer,18.20765877,-66.37055206,Mumbai,1/23/2016 11:53,66462.0,1.0,Maharashtra,COMPLETE,1/25/2016 11:53,Second Class,2265.0,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM
2.0,2.0,Shipping on time,Consumer,18.20765877,-66.37055206,Mumbai,1/23/2016 11:53,66463.0,1.0,Maharashtra,COMPLETE,1/25/2016 11:53,Second Class,2265.0,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM
2.0,2.0,Shipping on time,Consumer,18.20765877,-66.37055206,Mumbai,1/23/2016 11:53,66460.0,3.0,Maharashtra,COMPLETE,1/25/2016 11:53,Second Class,2265.0,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
2.0,2.0,Shipping on time,Consumer,18.20765877,-66.37055206,Mumbai,1/23/2016 11:53,66459.0,1.0,Maharashtra,COMPLETE,1/25/2016 11:53,Second Class,2265.0,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM
2.0,2.0,Shipping on time,Consumer,18.20765877,-66.37055206,Mumbai,1/23/2016 11:53,66461.0,1.0,Maharashtra,COMPLETE,1/25/2016 11:53,Second Class,2265.0,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
2.0,2.0,Shipping on time,Consumer,33.66019821,-112.1931229,Jaipur,03-05-2016 19:53,73667.0,1.0,Rajastan,COMPLETE,03-07-2016 19:53,Second Class,2267.0,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM
2.0,2.0,Shipping on time,Consumer,33.66019821,-112.1931229,Jaipur,03-05-2016 19:53,73666.0,5.0,Rajastan,COMPLETE,03-07-2016 19:53,Second Class,2267.0,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM
2.0,2.0,Shipping on time,Consumer,33.66019821,-112.1931229,Jaipur,03-05-2016 19:53,73668.0,1.0,Rajastan,COMPLETE,03-07-2016 19:53,Second Class,2267.0,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM
2.0,1.0,Late delivery,Home Office,33.9172287,-84.47109222,Moradabad,1/23/2016 3:50,66398.0,2.0,Uttar Pradesh,COMPLETE,1/25/2016 3:50,First Class,2268.0,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM
2.0,1.0,Late delivery,Home Office,33.9172287,-84.47109222,Moradabad,1/23/2016 3:50,66401.0,1.0,Uttar Pradesh,COMPLETE,1/25/2016 3:50,First Class,2268.0,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM
2.0,1.0,Late delivery,Home Office,33.9172287,-84.47109222,Moradabad,1/23/2016 3:50,66400.0,1.0,Uttar Pradesh,COMPLETE,1/25/2016 3:50,First Class,2268.0,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
2.0,1.0,Late delivery,Home Office,33.9172287,-84.47109222,Moradabad,1/23/2016 3:50,66399.0,1.0,Uttar Pradesh,COMPLETE,1/25/2016 3:50,First Class,2268.0,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM
2.0,1.0,Late delivery,Home Office,33.9172287,-84.47109222,Moradabad,1/23/2016 3:50,66397.0,5.0,Uttar Pradesh,COMPLETE,1/25/2016 3:50,First Class,2268.0,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
5.0,4.0,Late delivery,Home Office,45.37810135,-122.5930786,Nagpur,2/20/2016 10:06,71225.0,1.0,Maharashtra,COMPLETE,2/25/2016 10:06,Standard Class,2280.0,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM
5.0,4.0,Late delivery,Home Office,45.37810135,-122.5930786,Nagpur,2/20/2016 10:06,71226.0,5.0,Maharashtra,COMPLETE,2/25/2016 10:06,Standard Class,2280.0,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
5.0,2.0,Late delivery,Corporate,18.24620819,-66.37062073,Mathura,01-04-2016 11:44,63257.0,1.0,Uttar Pradesh,COMPLETE,01-09-2016 11:44,Second Class,2300.0,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM
5.0,2.0,Late delivery,Corporate,18.24620819,-66.37062073,Mathura,01-04-2016 11:44,63258.0,3.0,Uttar Pradesh,COMPLETE,01-09-2016 11:44,Second Class,2300.0,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM
2.0,4.0,Advance shipping,Corporate,18.27268601,-66.3706131,Bhiwandi,01-06-2016 01:14,63493.0,1.0,Maharashtra,COMPLETE,01-08-2016 01:14,Standard Class,2309.0,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM
2.0,4.0,Advance shipping,Corporate,18.27268601,-66.3706131,Bhiwandi,01-06-2016 01:14,63492.0,1.0,Maharashtra,COMPLETE,01-08-2016 01:14,Standard Class,2309.0,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM
2.0,4.0,Advance shipping,Corporate,18.27268601,-66.3706131,Bhiwandi,01-06-2016 01:14,63494.0,1.0,Maharashtra,COMPLETE,01-08-2016 01:14,Standard Class,2309.0,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM
2.0,1.0,Late delivery,Consumer,18.23685837,-66.37052918,Mangalore,02-07-2016 13:27,69035.0,2.0,Karnataka,PENDING_PAYMENT,02-09-2016 13:27,First Class,2352.0,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM
2.0,1.0,Late delivery,Consumer,18.23685837,-66.37052918,Mangalore,02-07-2016 13:27,69036.0,5.0,Karnataka,PENDING_PAYMENT,02-09-2016 13:27,First Class,2352.0,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM
6.0,2.0,Late delivery,Corporate,29.73701477,-94.96875763,Kalyan,1/17/2016 20:39,65486.0,1.0,Maharashtra,PROCESSING,1/23/2016 20:39,Second Class,2371.0,10:00 AM - 12:00 PM,03:00 PM - 05:00 PM,10:00 AM - 12:00 PM
6.0,2.0,Late delivery,Corporate,29.73701477,-94.96875763,Kalyan,1/17/2016 20:39,65487.0,4.0,Maharashtra,PROCESSING,1/23/2016 20:39,Second Class,2371.0,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM
6.0,2.0,Late delivery,Corporate,29.73701477,-94.96875763,Kalyan,1/17/2016 20:39,65485.0,5.0,Maharashtra,PROCESSING,1/23/2016 20:39,Second Class,2371.0,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM
6.0,2.0,Late delivery,Corporate,29.73701477,-94.96875763,Kalyan,1/17/2016 20:39,65484.0,1.0,Maharashtra,PROCESSING,1/23/2016 20:39,Second Class,2371.0,03:00 PM - 05:00 PM,10:00 AM - 12:00 PM,03:00 PM - 05:00 PM
6.0,2.0,Late delivery,Corporate,29.73701477,-94.96875763,Kalyan,1/17/2016 20:39,65483.0,1.0,Maharashtra,PROCESSING,1/23/2016 20:39,Second Class,2371.0,03:00 PM - 05:00 PM,10:00 AM - 12:00 PM,03:00 PM - 05:00 PM
2.0,4.0,Advance shipping,Consumer,32.98229599,-80.03636932,Nagpur,1/19/2016 1:02,65687.0,5.0,Maharashtra,ON_HOLD,1/21/2016 1:02,Standard Class,2373.0,10:00 AM - 12:00 PM,03:00 PM - 05:00 PM,10:00 AM - 12:00 PM
2.0,4.0,Advance shipping,Consumer,32.98229599,-80.03636932,Nagpur,1/19/2016 1:02,65685.0,1.0,Maharashtra,ON_HOLD,1/21/2016 1:02,Standard Class,2373.0,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM
2.0,4.0,Advance shipping,Consumer,32.98229599,-80.03636932,Nagpur,1/19/2016 1:02,65684.0,1.0,Maharashtra,ON_HOLD,1/21/2016 1:02,Standard Class,2373.0,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM
2.0,4.0,Advance shipping,Consumer,32.98229599,-80.03636932,Nagpur,1/19/2016 1:02,65686.0,4.0,Maharashtra,ON_HOLD,1/21/2016 1:02,Standard Class,2373.0,03:00 PM - 05:00 PM,10:00 AM - 12:00 PM,03:00 PM - 05:00 PM
2.0,4.0,Advance shipping,Consumer,32.98229599,-80.03636932,Nagpur,1/19/2016 1:02,65683.0,3.0,Maharashtra,ON_HOLD,1/21/2016 1:02,Standard Class,2373.0,03:00 PM - 05:00 PM,10:00 AM - 12:00 PM,03:00 PM - 05:00 PM
3.0,4.0,Advance shipping,Home Office,41.1966362,-73.08577728,Guwahati,12/19/2015 21:55,60486.0,1.0,Assam,PENDING,12/22/2015 21:55,Standard Class,2376.0,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
3.0,4.0,Advance shipping,Home Office,41.1966362,-73.08577728,Guwahati,12/19/2015 21:55,60485.0,5.0,Assam,PENDING,12/22/2015 21:55,Standard Class,2376.0,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM
